room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
18547083,1289,26180779,Shared room,,Washington,,Shaw,1,0.0,2,1.0,,39.0,,2017-05-11 09:38:31.217244,38.908922,-77.024446,0101000020E610000027A1F485904153C0B54E5C8E57744340
16651010,1289,52961790,Shared room,,Washington,,Columbia Heights,8,4.5,1,1.0,,21.0,,2017-05-11 09:38:31.215078,38.924798,-77.025836,0101000020E6100000CEC3094CA74153C0FFB3E6C75F764340
18066933,1289,99947312,Shared room,,Washington,,Mount Pleasant,1,0.0,1,1.0,,25.0,,2017-05-11 09:38:31.210025,38.937063,-77.036629,0101000020E610000074452921584253C055A52DAEF1774340
15831388,1289,102506161,Shared room,,Washington,,Anacostia,10,4.5,2,1.0,,19.0,,2017-05-11 09:38:31.207667,38.880406,-76.933487,0101000020E61000006F0F4240BE3B53C0E199D024B1704340
11873129,1289,61362641,Shared room,,Washington,,Brentwood,54,5.0,4,1.0,,36.0,,2017-05-11 09:38:31.198847,38.911577,-77.003882,0101000020E6100000C2C2499A3F4053C095641D8EAE744340
16729579,1289,75679,Shared room,,Washington,,Ledroit Park,16,5.0,1,1.0,,25.0,,2017-05-11 09:38:31.196308,38.914603,-77.009812,0101000020E6100000EFC682C2A04053C068E90AB611754340
16050054,1289,43515249,Shared room,,Washington,,Catholic University-Brookland,19,5.0,1,1.0,,27.0,,2017-05-11 09:38:31.193705,38.951198,-76.996735,0101000020E6100000D4F19881CA3F53C0A30227DBC0794340
6974632,1289,9501814,Entire home/apt,,Washington,,Brentwood,1,0.0,7,3.0,,2200.0,,2017-05-11 09:28:57.029910,38.917909,-77.000951,0101000020E61000008179C8940F4053C01FDAC70A7E754340
8326850,1289,22714344,Entire home/apt,,Washington,,Brentwood,0,0.0,6,3.0,,1400.0,,2017-05-11 09:28:41.690051,38.924179,-76.990388,0101000020E610000074965984623F53C033535A7F4B764340
16352224,1289,26841226,Entire home/apt,,Washington,,Shaw,2,0.0,12,4.0,,3450.0,,2017-05-11 09:21:23.120685,38.914967,-77.019325,0101000020E6100000B1BFEC9E3C4153C0A9F57EA31D754340
16225583,1289,73109758,Entire home/apt,,Washington,,Georgetown,0,0.0,7,3.0,,3000.0,,2017-05-11 09:21:23.113627,38.915922,-77.072544,0101000020E610000058E1968FA44453C0EDD79DEE3C754340
15113187,1289,43946713,Entire home/apt,,Washington,,Mount Pleasant,0,0.0,8,4.0,,849.0,,2017-05-11 09:20:03.087102,38.932559,-77.040644,0101000020E6100000D5B14AE9994253C0944BE3175E774340
16274018,1289,106433873,Entire home/apt,,Washington,,Foxhall Village,0,0.0,11,5.0,,2500.0,,2017-05-11 09:07:29.331462,38.910997,-77.083697,0101000020E61000007E71A94A5B4553C087E0B88C9B744340
16309703,1289,439319,Entire home/apt,,Washington,,Petworth,0,0.0,8,4.0,,2000.0,,2017-05-11 09:07:29.321375,38.943532,-77.042329,0101000020E610000008ABB184B54253C05F5D15A8C5784340
16612986,1289,71675679,Entire home/apt,,Washington,,U Street Corridor,0,0.0,10,4.0,,1800.0,,2017-05-11 09:07:29.317085,38.914211,-77.028604,0101000020E61000003A22DFA5D44153C05D52B5DD04754340
16741673,1289,111053286,Entire home/apt,,Washington,,The Palisades,0,0.0,8,4.0,,3900.0,,2017-05-11 09:07:28.390362,38.927034,-77.106152,0101000020E6100000EB19C231CB4653C0D923D40CA9764340
16275819,1289,48580380,Entire home/apt,,Washington,,Brentwood,0,0.0,6,4.0,,1800.0,,2017-05-11 09:07:28.383077,38.927181,-76.962197,0101000020E6100000CCD3B9A2943D53C07D3CF4DDAD764340
15054700,1289,95158537,Entire home/apt,,Washington,,Georgetown,0,0.0,8,4.0,,10000.0,,2017-05-11 09:07:26.592211,38.908858,-77.069064,0101000020E61000002E55698B6B4453C09F5A7D7555744340
16534993,1289,108784798,Entire home/apt,,Washington,,South West,0,0.0,9,3.0,,2000.0,,2017-05-11 09:07:26.581340,38.876281,-77.018374,0101000020E61000003046240A2D4153C0978DCEF929704340
16193757,1289,4162277,Entire home/apt,,Washington,,Capitol Hill,0,0.0,7,3.0,,1500.0,,2017-05-11 09:07:26.576419,38.897052,-76.993151,0101000020E6100000573F36C98F3F53C0DC679599D2724340
16086334,1289,7297470,Entire home/apt,,Washington,,Brentwood,0,0.0,7,4.0,,1950.0,,2017-05-11 09:07:24.485786,38.915332,-77.007858,0101000020E6100000C440D7BE804053C0BB7D569929754340
15990064,1289,58518096,Entire home/apt,,Washington,,Capitol Hill,0,0.0,4,1.0,,1900.0,,2017-05-11 09:07:24.478838,38.897274,-76.993925,0101000020E6100000516B9A779C3F53C08BC6DADFD9724340
16239571,1289,110819,Entire home/apt,,Washington,,Ledroit Park,0,0.0,6,2.0,,1750.0,,2017-05-11 09:07:24.471591,38.915958,-77.011605,0101000020E610000016DEE522BE4053C03A419B1C3E754340
16178677,1289,85967461,Entire home/apt,,Washington,,Capitol Hill,0,0.0,6,3.0,,1750.0,,2017-05-11 09:07:23.012427,38.890722,-76.98832,0101000020E6100000E57E87A2403F53C0F2E9B12D03724340
16427233,1289,21681806,Entire home/apt,,Washington,,Brentwood,0,0.0,5,1.0,,2000.0,,2017-05-11 09:07:21.598313,38.912069,-77.005311,0101000020E6100000C8D3F203574053C004594FADBE744340
16392893,1289,107385270,Entire home/apt,,Washington,,Capitol Hill,0,0.0,5,3.0,,1700.0,,2017-05-11 09:07:20.614355,38.888772,-77.000942,0101000020E610000057CC086F0F4053C0DECCE847C3714340
1576762,1289,8008783,Entire home/apt,,Washington,,Logan Circle,41,4.5,16,8.0,,1500.0,,2017-05-11 09:07:20.605668,38.912668,-77.033325,0101000020E6100000E9482EFF214253C0880D164ED2744340
16436124,1289,107772018,Entire home/apt,,Washington,,Shaw,0,0.0,5,2.0,,1275.0,,2017-05-11 09:07:08.758916,38.909681,-77.01252,0101000020E6100000F0A2AF20CD4053C07365506D70744340
16078659,1289,56181977,Entire home/apt,,Washington,,Brentwood,0,0.0,5,2.0,,1200.0,,2017-05-11 09:07:08.754323,38.915285,-77.002477,0101000020E6100000807F4A95284053C07AC2120F28754340
16040067,1289,16945906,Entire home/apt,,Washington,,Cleveland Park,0,0.0,4,1.0,,1100.0,,2017-05-11 09:07:07.176396,38.934694,-77.073072,0101000020E610000036902E36AD4453C03BE2900DA4774340
11143821,1289,3257276,Entire home/apt,,Washington,,Capitol Hill,0,0.0,5,2.0,,50.0,,2017-05-11 08:38:49.464553,38.90053,-76.990417,0101000020E6100000C119FCFD623F53C09088299144734340
13208131,1289,74026365,Entire home/apt,,Washington,,Fort Totten-Upper Northeast,13,4.0,3,1.0,,50.0,,2017-05-11 08:38:47.897682,38.970351,-77.020401,0101000020E610000091F3FE3F4E4153C009522976347C4340
16896145,1289,15620460,Entire home/apt,,Washington,,Catholic University-Brookland,2,0.0,4,2.0,,49.0,,2017-05-11 08:38:46.374749,38.941497,-77.001549,0101000020E6100000DB15FA60194053C01C2444F982784340
16242411,1289,53050578,Entire home/apt,,Washington,,Georgetown,0,0.0,8,4.0,,2000.0,,2017-05-11 08:38:41.156938,38.915159,-77.07526,0101000020E61000009BAC510FD14453C0EED11BEE23754340
16014998,1289,22541055,Entire home/apt,,Washington,,Deanwood,0,0.0,8,3.0,,2000.0,,2017-05-11 08:38:41.144811,38.890712,-76.953182,0101000020E6100000B24813EF003D53C0CF13CFD902724340
12017374,1289,683757,Entire home/apt,,Washington,,Adams Morgan,0,0.0,4,2.0,,3200.0,,2017-05-11 08:38:39.901895,38.92355,-77.044253,0101000020E6100000FEEF880AD54253C0431CEBE236764340
