room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
6608392,1191,34578141,Entire home/apt,,Washington,,Stadium-Armory,7,4.5,2,0.0,,59.0,,2017-05-05 22:40:40.700188,38.90534,-76.977108,0101000020E61000003D2AFEEF883E53C05DE15D2EE2734340
15799361,1191,102222875,Entire home/apt,,Washington,,U Street Corridor,7,5.0,4,2.0,,59.0,,2017-05-05 22:40:40.680678,38.914317,-77.025996,0101000020E6100000EB7420EBA94153C0A296E65608754340
14075195,1191,2964068,Entire home/apt,,Washington,,Catholic University-Brookland,6,4.5,3,1.0,,50.0,,2017-05-05 22:40:40.670450,38.942965,-77.002858,0101000020E61000000C2252D32E4053C0E622BE13B3784340
3834148,1191,12521058,Entire home/apt,,Washington,,South West,1,0.0,4,1.0,,58.0,,2017-05-05 22:40:38.916240,38.882963,-77.020512,0101000020E61000003C4B9011504153C0FD497CEE04714340
13208131,1191,74026365,Entire home/apt,,Washington,,Fort Totten-Upper Northeast,13,4.0,3,1.0,,50.0,,2017-05-05 22:40:36.065093,38.970351,-77.020401,0101000020E610000091F3FE3F4E4153C009522976347C4340
15195673,1191,32018841,Entire home/apt,,Washington,,Brentwood,18,4.5,5,0.0,,59.0,,2017-05-05 22:40:36.053643,38.93244,-76.966598,0101000020E61000004298DBBDDC3D53C0BABDA4315A774340
4293361,1191,20161222,Entire home/apt,,Washington,,Catholic University-Brookland,88,4.5,2,1.0,,59.0,,2017-05-05 22:40:34.434339,38.928195,-77.02253,0101000020E6100000734BAB21714153C0C6A70018CF764340
15646739,1191,28680873,Entire home/apt,,Washington,,Capitol Hill,13,5.0,5,2.0,,59.0,,2017-05-05 22:40:34.424079,38.898871,-76.988965,0101000020E6100000DFF8DA334B3F53C0522976340E734340
17477588,1191,13109514,Entire home/apt,,Washington,,Stadium-Armory,0,0.0,4,1.0,,53.0,,2017-05-05 22:40:34.414382,38.900618,-76.974636,0101000020E61000004660AC6F603E53C02F185C7347734340
14899604,1191,21290155,Entire home/apt,,Washington,,Catholic University-Brookland,2,0.0,3,0.0,,52.0,,2017-05-05 22:40:31.960340,38.940198,-77.016904,0101000020E6100000FBCA83F4144153C0DFE1766858784340
15377706,1191,15082394,Entire home/apt,,Washington,,Shaw,20,5.0,4,1.0,,45.0,,2017-05-05 22:40:31.940472,38.908168,-77.011084,0101000020E61000009160AA99B54053C00AA359D93E744340
16347260,1191,11881097,Entire home/apt,,Washington,,Chevy Chase,0,0.0,7,4.0,,3500.0,,2017-05-05 22:40:29.628648,38.958269,-77.074366,0101000020E6100000CC7B9C69C24453C0A4E2FF8EA87A4340
2070286,1191,10412969,Entire home/apt,,Washington,,Chevy Chase,0,0.0,10,5.0,,2159.0,,2017-05-05 22:40:29.614719,38.963217,-77.077768,0101000020E6100000392BA226FA4453C0C2F9D4B14A7B4340
16237886,1191,10722469,Entire home/apt,,Washington,,Takoma Park,0,0.0,9,3.0,,2500.0,,2017-05-05 22:40:29.601836,38.984924,-77.03841,0101000020E6100000B875374F754253C0D38558FD117E4340
16447429,1191,25964857,Entire home/apt,,Washington,,Chevy Chase,0,0.0,4,2.0,,2500.0,,2017-05-05 22:40:28.077955,38.955484,-77.070871,0101000020E610000007CF8426894453C0F6ECB94C4D7A4340
16275819,1191,48580380,Entire home/apt,,Washington,,Brentwood,0,0.0,6,4.0,,1800.0,,2017-05-05 22:40:28.075899,38.927181,-76.962197,0101000020E6100000CCD3B9A2943D53C07D3CF4DDAD764340
16050016,1191,4929041,Entire home/apt,,Washington,,Woodley Park,2,0.0,8,5.0,,1950.0,,2017-05-05 22:40:28.073625,38.928557,-77.057291,0101000020E6100000BBD6DEA7AA4353C066BCADF4DA764340
16588779,1191,109342951,Entire home/apt,,Washington,,Anacostia,0,0.0,4,2.0,,1500.0,,2017-05-05 22:40:28.071392,38.82721,-77.012462,0101000020E6100000569C6A2DCC4053C04B766C04E2694340
16741673,1191,111053286,Entire home/apt,,Washington,,The Palisades,0,0.0,8,4.0,,3900.0,,2017-05-05 22:40:28.069103,38.927034,-77.106152,0101000020E6100000EB19C231CB4653C0D923D40CA9764340
16242411,1191,53050578,Entire home/apt,,Washington,,Georgetown,0,0.0,8,4.0,,2000.0,,2017-05-05 22:40:28.064831,38.915159,-77.07526,0101000020E61000009BAC510FD14453C0EED11BEE23754340
16274018,1191,106433873,Entire home/apt,,Washington,,Foxhall Village,0,0.0,11,5.0,,2500.0,,2017-05-05 22:40:28.061002,38.910997,-77.083697,0101000020E61000007E71A94A5B4553C087E0B88C9B744340
16047690,1191,112219,Entire home/apt,,Washington,,Fort Totten-Upper Northeast,0,0.0,8,3.0,,2400.0,,2017-05-05 22:40:28.058389,38.957619,-77.019275,0101000020E610000058A835CD3B4153C09D836742937A4340
16757379,1191,111208363,Entire home/apt,,Washington,,Catholic University-Brookland,0,0.0,4,4.0,,2500.0,,2017-05-05 22:40:28.050686,38.952477,-77.019791,0101000020E610000054707841444153C09A982EC4EA794340
16122861,1191,68324844,Entire home/apt,,Washington,,Georgetown,0,0.0,8,4.0,,3600.0,,2017-05-05 22:40:28.048247,38.915258,-77.068696,0101000020E61000006D57E883654453C081B3942C27754340
16612986,1191,71675679,Entire home/apt,,Washington,,U Street Corridor,0,0.0,10,4.0,,1800.0,,2017-05-05 22:40:28.045824,38.914211,-77.028604,0101000020E61000003A22DFA5D44153C05D52B5DD04754340
16164164,1191,10138419,Entire home/apt,,Washington,,Adams Morgan,0,0.0,8,5.0,,2200.0,,2017-05-05 22:40:28.041795,38.921847,-77.043659,0101000020E6100000454B1E4FCB4253C036751E15FF754340
6974632,1191,9501814,Entire home/apt,,Washington,,Brentwood,1,0.0,7,3.0,,2200.0,,2017-05-05 22:40:28.037354,38.917909,-77.000951,0101000020E61000008179C8940F4053C01FDAC70A7E754340
8285534,1191,43686595,Entire home/apt,,Washington,,Catholic University-Brookland,0,0.0,8,2.0,,2000.0,,2017-05-05 22:40:28.034279,38.931608,-76.997909,0101000020E610000095D8B5BDDD3F53C0925852EE3E774340
15986944,1191,30271566,Entire home/apt,,Washington,,Foxhall Village,0,0.0,4,2.0,,1500.0,,2017-05-05 22:40:26.712189,38.910961,-77.086066,0101000020E61000000BD3F71A824553C03A77BB5E9A744340
16284165,1191,106517655,Entire home/apt,,Washington,,Woodley Park,0,0.0,8,3.0,,1900.0,,2017-05-05 22:40:26.709729,38.928453,-77.064332,0101000020E61000008505F7031E4453C0C16F438CD7764340
16442358,1191,46712464,Entire home/apt,,Washington,,Mount Pleasant,0,0.0,10,5.0,,2000.0,,2017-05-05 22:40:26.707119,38.935017,-77.038213,0101000020E61000000D52F014724253C01E1A16A3AE774340
16708004,1191,18489452,Entire home/apt,,Washington,,Foggy Bottom,0,0.0,8,4.0,,1750.0,,2017-05-05 22:40:26.704857,38.902484,-77.05331,0101000020E61000002FA3586E694353C0E694809884734340
16071442,1191,46028586,Entire home/apt,,Washington,,Capitol Hill,0,0.0,8,3.0,,2164.0,,2017-05-05 22:40:26.702648,38.881389,-76.99356,0101000020E610000048A7AE7C963F53C0EE06D15AD1704340
16053784,1191,34832687,Entire home/apt,,Washington,,Columbia Heights,0,0.0,8,4.0,,2000.0,,2017-05-05 22:40:26.694420,38.927373,-77.030027,0101000020E6100000CFBF5DF6EB4153C0C2189128B4764340
16466316,1191,108042585,Entire home/apt,,Washington,,Fort Totten-Upper Northeast,0,0.0,10,4.0,,3500.0,,2017-05-05 22:40:26.686753,38.963713,-77.004883,0101000020E61000009C53C900504053C072DD94F25A7B4340
16309703,1191,439319,Entire home/apt,,Washington,,Petworth,0,0.0,8,4.0,,2000.0,,2017-05-05 22:40:26.684292,38.943532,-77.042329,0101000020E610000008ABB184B54253C05F5D15A8C5784340
16014998,1191,22541055,Entire home/apt,,Washington,,Deanwood,0,0.0,8,3.0,,2000.0,,2017-05-05 22:40:26.680384,38.890712,-76.953182,0101000020E6100000B24813EF003D53C0CF13CFD902724340
15806228,1191,5906853,Entire home/apt,,Washington,,Logan Circle,0,0.0,13,4.0,,3000.0,,2017-05-05 22:40:26.676673,38.911838,-77.03179,0101000020E6100000C095ECD8084253C002A08A1BB7744340
